year,month,day,team_1,team_2,score_1,score_2,location,mvp_player,review1,review2
2024,4,24,LG,삼성,0,6,대구,이승현,"
    2024-4-24에 대구에서 열린 경기에서 삼성가 LG를 상대로 6 대 0로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 이승현가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-24에 대구에서 열린 경기에서 LG는 삼성를 상대로 0 대 6로 아쉽게 패배하였습니다. LG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 LG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,24,SSG,롯데,12,7,사직,박성한,"
    2024-4-24에 사직에서 열린 경기에서 SSG가 롯데를 상대로 12 대 7로 승리를 거두었습니다. SSG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 박성한가 MVP로 선정되었습니다. 이번 승리로 SSG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-24에 사직에서 열린 경기에서 롯데는 SSG를 상대로 7 대 12로 아쉽게 패배하였습니다. 롯데는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 SSG의 공세를 막지 못했습니다. 이번 패배로 롯데는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,25,SSG,롯데,3,6,사직,전준우,"
    2024-4-25에 사직에서 열린 경기에서 롯데가 SSG를 상대로 6 대 3로 승리를 거두었습니다. 롯데는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 전준우가 MVP로 선정되었습니다. 이번 승리로 롯데는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-25에 사직에서 열린 경기에서 SSG는 롯데를 상대로 3 대 6로 아쉽게 패배하였습니다. SSG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 롯데의 공세를 막지 못했습니다. 이번 패배로 SSG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,25,LG,삼성,8,2,대구,최원태,"
    2024-4-25에 대구에서 열린 경기에서 LG가 삼성를 상대로 8 대 2로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 최원태가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-25에 대구에서 열린 경기에서 삼성는 LG를 상대로 2 대 8로 아쉽게 패배하였습니다. 삼성는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 삼성는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,25,한화,KT,0,9,수원,원상현,"
    2024-4-25에 수원에서 열린 경기에서 KT가 한화를 상대로 9 대 0로 승리를 거두었습니다. KT는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 원상현가 MVP로 선정되었습니다. 이번 승리로 KT는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-25에 수원에서 열린 경기에서 한화는 KT를 상대로 0 대 9로 아쉽게 패배하였습니다. 한화는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KT의 공세를 막지 못했습니다. 이번 패배로 한화는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,25,KIA,키움,13,2,고척,양현종,"
    2024-4-25에 고척에서 열린 경기에서 KIA가 키움를 상대로 13 대 2로 승리를 거두었습니다. KIA는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 양현종가 MVP로 선정되었습니다. 이번 승리로 KIA는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-25에 고척에서 열린 경기에서 키움는 KIA를 상대로 2 대 13로 아쉽게 패배하였습니다. 키움는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KIA의 공세를 막지 못했습니다. 이번 패배로 키움는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,25,NC,두산,3,7,잠실,양석환,"
    2024-4-25에 잠실에서 열린 경기에서 두산가 NC를 상대로 7 대 3로 승리를 거두었습니다. 두산는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 양석환가 MVP로 선정되었습니다. 이번 승리로 두산는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-25에 잠실에서 열린 경기에서 NC는 두산를 상대로 3 대 7로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 두산의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,26,롯데,NC,0,4,창원,하트,"
    2024-4-26에 창원에서 열린 경기에서 NC가 롯데를 상대로 4 대 0로 승리를 거두었습니다. NC는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 하트가 MVP로 선정되었습니다. 이번 승리로 NC는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-26에 창원에서 열린 경기에서 롯데는 NC를 상대로 0 대 4로 아쉽게 패배하였습니다. 롯데는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 NC의 공세를 막지 못했습니다. 이번 패배로 롯데는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,26,두산,한화,10,5,대전,양석환,"
    2024-4-26에 대전에서 열린 경기에서 두산가 한화를 상대로 10 대 5로 승리를 거두었습니다. 두산는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 양석환가 MVP로 선정되었습니다. 이번 승리로 두산는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-26에 대전에서 열린 경기에서 한화는 두산를 상대로 5 대 10로 아쉽게 패배하였습니다. 한화는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 두산의 공세를 막지 못했습니다. 이번 패배로 한화는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,26,KT,SSG,2,5,문학,추신수,"
    2024-4-26에 문학에서 열린 경기에서 SSG가 KT를 상대로 5 대 2로 승리를 거두었습니다. SSG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 추신수가 MVP로 선정되었습니다. 이번 승리로 SSG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-26에 문학에서 열린 경기에서 KT는 SSG를 상대로 2 대 5로 아쉽게 패배하였습니다. KT는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 SSG의 공세를 막지 못했습니다. 이번 패배로 KT는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,26,삼성,키움,3,0,고척,원태인,"
    2024-4-26에 고척에서 열린 경기에서 삼성가 키움를 상대로 3 대 0로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 원태인가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-26에 고척에서 열린 경기에서 키움는 삼성를 상대로 0 대 3로 아쉽게 패배하였습니다. 키움는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 키움는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,26,KIA,LG,6,7,잠실,박해민,"
    2024-4-26에 잠실에서 열린 경기에서 LG가 KIA를 상대로 7 대 6로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 박해민가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-26에 잠실에서 열린 경기에서 KIA는 LG를 상대로 6 대 7로 아쉽게 패배하였습니다. KIA는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 KIA는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,27,KIA,LG,3,6,잠실,오스틴,"
    2024-4-27에 잠실에서 열린 경기에서 LG가 KIA를 상대로 6 대 3로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 오스틴가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-27에 잠실에서 열린 경기에서 KIA는 LG를 상대로 3 대 6로 아쉽게 패배하였습니다. KIA는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 KIA는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,27,삼성,키움,11,0,고척,코너,"
    2024-4-27에 고척에서 열린 경기에서 삼성가 키움를 상대로 11 대 0로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 코너가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-27에 고척에서 열린 경기에서 키움는 삼성를 상대로 0 대 11로 아쉽게 패배하였습니다. 키움는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 키움는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,27,KT,SSG,5,2,문학,쿠에바스,"
    2024-4-27에 문학에서 열린 경기에서 KT가 SSG를 상대로 5 대 2로 승리를 거두었습니다. KT는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 쿠에바스가 MVP로 선정되었습니다. 이번 승리로 KT는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-27에 문학에서 열린 경기에서 SSG는 KT를 상대로 2 대 5로 아쉽게 패배하였습니다. SSG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KT의 공세를 막지 못했습니다. 이번 패배로 SSG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,27,두산,한화,5,10,대전,노시환,"
    2024-4-27에 대전에서 열린 경기에서 한화가 두산를 상대로 10 대 5로 승리를 거두었습니다. 한화는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 노시환가 MVP로 선정되었습니다. 이번 승리로 한화는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-27에 대전에서 열린 경기에서 두산는 한화를 상대로 5 대 10로 아쉽게 패배하였습니다. 두산는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 한화의 공세를 막지 못했습니다. 이번 패배로 두산는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,27,롯데,NC,0,2,창원,김시훈,"
    2024-4-27에 창원에서 열린 경기에서 NC가 롯데를 상대로 2 대 0로 승리를 거두었습니다. NC는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김시훈가 MVP로 선정되었습니다. 이번 승리로 NC는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-27에 창원에서 열린 경기에서 롯데는 NC를 상대로 0 대 2로 아쉽게 패배하였습니다. 롯데는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 NC의 공세를 막지 못했습니다. 이번 패배로 롯데는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,28,롯데,NC,3,5,창원,김형준,"
    2024-4-28에 창원에서 열린 경기에서 NC가 롯데를 상대로 5 대 3로 승리를 거두었습니다. NC는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김형준가 MVP로 선정되었습니다. 이번 승리로 NC는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-28에 창원에서 열린 경기에서 롯데는 NC를 상대로 3 대 5로 아쉽게 패배하였습니다. 롯데는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 NC의 공세를 막지 못했습니다. 이번 패배로 롯데는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,28,두산,한화,17,8,대전,김재환,"
    2024-4-28에 대전에서 열린 경기에서 두산가 한화를 상대로 17 대 8로 승리를 거두었습니다. 두산는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김재환가 MVP로 선정되었습니다. 이번 승리로 두산는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-28에 대전에서 열린 경기에서 한화는 두산를 상대로 8 대 17로 아쉽게 패배하였습니다. 한화는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 두산의 공세를 막지 못했습니다. 이번 패배로 한화는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,28,KT,SSG,6,11,문학,최정,"
    2024-4-28에 문학에서 열린 경기에서 SSG가 KT를 상대로 11 대 6로 승리를 거두었습니다. SSG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 최정가 MVP로 선정되었습니다. 이번 승리로 SSG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-28에 문학에서 열린 경기에서 KT는 SSG를 상대로 6 대 11로 아쉽게 패배하였습니다. KT는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 SSG의 공세를 막지 못했습니다. 이번 패배로 KT는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,28,삼성,키움,11,6,고척,김지찬,"
    2024-4-28에 고척에서 열린 경기에서 삼성가 키움를 상대로 11 대 6로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김지찬가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-28에 고척에서 열린 경기에서 키움는 삼성를 상대로 6 대 11로 아쉽게 패배하였습니다. 키움는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 키움는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,28,KIA,LG,10,7,잠실,김범석,"
    2024-4-28에 잠실에서 열린 경기에서 KIA가 LG를 상대로 10 대 7로 승리를 거두었습니다. KIA는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김범석가 MVP로 선정되었습니다. 이번 승리로 KIA는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-28에 잠실에서 열린 경기에서 LG는 KIA를 상대로 7 대 10로 아쉽게 패배하였습니다. LG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KIA의 공세를 막지 못했습니다. 이번 패배로 LG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,30,삼성,두산,0,4,잠실,곽빈,"
    2024-4-30에 잠실에서 열린 경기에서 두산가 삼성를 상대로 4 대 0로 승리를 거두었습니다. 두산는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 곽빈가 MVP로 선정되었습니다. 이번 승리로 두산는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-30에 잠실에서 열린 경기에서 삼성는 두산를 상대로 0 대 4로 아쉽게 패배하였습니다. 삼성는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 두산의 공세를 막지 못했습니다. 이번 패배로 삼성는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,30,SSG,한화,2,8,대전,노시환,"
    2024-4-30에 대전에서 열린 경기에서 한화가 SSG를 상대로 8 대 2로 승리를 거두었습니다. 한화는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 노시환가 MVP로 선정되었습니다. 이번 승리로 한화는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-30에 대전에서 열린 경기에서 SSG는 한화를 상대로 2 대 8로 아쉽게 패배하였습니다. SSG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 한화의 공세를 막지 못했습니다. 이번 패배로 SSG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,30,KT,KIA,11,4,광주,문상철,"
    2024-4-30에 광주에서 열린 경기에서 KT가 KIA를 상대로 11 대 4로 승리를 거두었습니다. KT는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 문상철가 MVP로 선정되었습니다. 이번 승리로 KT는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-30에 광주에서 열린 경기에서 KIA는 KT를 상대로 4 대 11로 아쉽게 패배하였습니다. KIA는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KT의 공세를 막지 못했습니다. 이번 패배로 KIA는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,30,키움,롯데,9,7,사직,김혜성,"
    2024-4-30에 사직에서 열린 경기에서 키움가 롯데를 상대로 9 대 7로 승리를 거두었습니다. 키움는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김혜성가 MVP로 선정되었습니다. 이번 승리로 키움는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-30에 사직에서 열린 경기에서 롯데는 키움를 상대로 7 대 9로 아쉽게 패배하였습니다. 롯데는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 키움의 공세를 막지 못했습니다. 이번 패배로 롯데는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,4,30,LG,NC,0,8,창원,데이비슨,"
    2024-4-30에 창원에서 열린 경기에서 NC가 LG를 상대로 8 대 0로 승리를 거두었습니다. NC는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 데이비슨가 MVP로 선정되었습니다. 이번 승리로 NC는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-4-30에 창원에서 열린 경기에서 LG는 NC를 상대로 0 대 8로 아쉽게 패배하였습니다. LG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 NC의 공세를 막지 못했습니다. 이번 패배로 LG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,1,삼성,두산,9,2,잠실,맥키넌,"
    2024-5-1에 잠실에서 열린 경기에서 삼성가 두산를 상대로 9 대 2로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 맥키넌가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-1에 잠실에서 열린 경기에서 두산는 삼성를 상대로 2 대 9로 아쉽게 패배하였습니다. 두산는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 두산는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,1,SSG,한화,8,7,대전,에레디아,"
    2024-5-1에 대전에서 열린 경기에서 SSG가 한화를 상대로 8 대 7로 승리를 거두었습니다. SSG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 에레디아가 MVP로 선정되었습니다. 이번 승리로 SSG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-1에 대전에서 열린 경기에서 한화는 SSG를 상대로 7 대 8로 아쉽게 패배하였습니다. 한화는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 SSG의 공세를 막지 못했습니다. 이번 패배로 한화는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,1,KT,KIA,1,9,광주,최형우,"
    2024-5-1에 광주에서 열린 경기에서 KIA가 KT를 상대로 9 대 1로 승리를 거두었습니다. KIA는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 최형우가 MVP로 선정되었습니다. 이번 승리로 KIA는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-1에 광주에서 열린 경기에서 KT는 KIA를 상대로 1 대 9로 아쉽게 패배하였습니다. KT는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KIA의 공세를 막지 못했습니다. 이번 패배로 KT는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,1,키움,롯데,6,3,사직,박세웅,"
    2024-5-1에 사직에서 열린 경기에서 키움가 롯데를 상대로 6 대 3로 승리를 거두었습니다. 키움는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 박세웅가 MVP로 선정되었습니다. 이번 승리로 키움는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-1에 사직에서 열린 경기에서 롯데는 키움를 상대로 3 대 6로 아쉽게 패배하였습니다. 롯데는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 키움의 공세를 막지 못했습니다. 이번 패배로 롯데는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,1,LG,NC,10,1,창원,신민재,"
    2024-5-1에 창원에서 열린 경기에서 LG가 NC를 상대로 10 대 1로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 신민재가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-1에 창원에서 열린 경기에서 NC는 LG를 상대로 1 대 10로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,2,LG,NC,5,4,창원,권희동,"
    2024-5-2에 창원에서 열린 경기에서 LG가 NC를 상대로 5 대 4로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 권희동가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-2에 창원에서 열린 경기에서 NC는 LG를 상대로 4 대 5로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,2,키움,롯데,5,6,사직,손호영,"
    2024-5-2에 사직에서 열린 경기에서 롯데가 키움를 상대로 6 대 5로 승리를 거두었습니다. 롯데는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 손호영가 MVP로 선정되었습니다. 이번 승리로 롯데는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-2에 사직에서 열린 경기에서 키움는 롯데를 상대로 5 대 6로 아쉽게 패배하였습니다. 키움는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 롯데의 공세를 막지 못했습니다. 이번 패배로 키움는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,2,KT,KIA,12,5,광주,박병호,"
    2024-5-2에 광주에서 열린 경기에서 KT가 KIA를 상대로 12 대 5로 승리를 거두었습니다. KT는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 박병호가 MVP로 선정되었습니다. 이번 승리로 KT는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-2에 광주에서 열린 경기에서 KIA는 KT를 상대로 5 대 12로 아쉽게 패배하였습니다. KIA는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KT의 공세를 막지 못했습니다. 이번 패배로 KIA는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,2,SSG,한화,4,3,대전,정은원,"
    2024-5-2에 대전에서 열린 경기에서 SSG가 한화를 상대로 4 대 3로 승리를 거두었습니다. SSG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 정은원가 MVP로 선정되었습니다. 이번 승리로 SSG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-2에 대전에서 열린 경기에서 한화는 SSG를 상대로 3 대 4로 아쉽게 패배하였습니다. 한화는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 SSG의 공세를 막지 못했습니다. 이번 패배로 한화는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,2,삼성,두산,4,2,잠실,원태인,"
    2024-5-2에 잠실에서 열린 경기에서 삼성가 두산를 상대로 4 대 2로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 원태인가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-2에 잠실에서 열린 경기에서 두산는 삼성를 상대로 2 대 4로 아쉽게 패배하였습니다. 두산는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 두산는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,3,한화,KIA,4,2,광주,산체스,"
    2024-5-3에 광주에서 열린 경기에서 한화가 KIA를 상대로 4 대 2로 승리를 거두었습니다. 한화는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 산체스가 MVP로 선정되었습니다. 이번 승리로 한화는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-3에 광주에서 열린 경기에서 KIA는 한화를 상대로 2 대 4로 아쉽게 패배하였습니다. KIA는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 한화의 공세를 막지 못했습니다. 이번 패배로 KIA는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,3,롯데,삼성,8,7,대구,레이예스,"
    2024-5-3에 대구에서 열린 경기에서 롯데가 삼성를 상대로 8 대 7로 승리를 거두었습니다. 롯데는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 레이예스가 MVP로 선정되었습니다. 이번 승리로 롯데는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-3에 대구에서 열린 경기에서 삼성는 롯데를 상대로 7 대 8로 아쉽게 패배하였습니다. 삼성는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 롯데의 공세를 막지 못했습니다. 이번 패배로 삼성는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,3,키움,KT,1,2,수원,송성문,"
    2024-5-3에 수원에서 열린 경기에서 KT가 키움를 상대로 2 대 1로 승리를 거두었습니다. KT는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 송성문가 MVP로 선정되었습니다. 이번 승리로 KT는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-3에 수원에서 열린 경기에서 키움는 KT를 상대로 1 대 2로 아쉽게 패배하였습니다. 키움는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KT의 공세를 막지 못했습니다. 이번 패배로 키움는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,3,NC,SSG,19,5,문학,손아섭,"
    2024-5-3에 문학에서 열린 경기에서 NC가 SSG를 상대로 19 대 5로 승리를 거두었습니다. NC는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 손아섭가 MVP로 선정되었습니다. 이번 승리로 NC는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-3에 문학에서 열린 경기에서 SSG는 NC를 상대로 5 대 19로 아쉽게 패배하였습니다. SSG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 NC의 공세를 막지 못했습니다. 이번 패배로 SSG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
