title,content,category
현명한 선택을 위해 경제 공부를 한다 - 세이노의 가르침(2),"오늘 블로그 방문자가 많다. 무슨 이유인지는 알 수도 없고, 큰 관심이 없다. 누구에게 보여줄 목적이 아니라 나의 생각을 정리하고 또 가끔 돌아보는 기록이기 때문이다.
 
 세이노의 가르침 2부까지 읽었다. 다른 어떤 말보도 경제공부는 현명한 선택을 위해 필요하다는 구절이다. 우린 작은 빵 한 조각과 완전한 빵 한 조각을 굿이 수학 공식을 갖고 부피와 중량을 판단하지 않지만 어떤 것이 더 좋은 것인지 현명하게 판단한다. 
 
일상에서 복잡한 구조가 나오면 ChatGPT에게 물어봐서 해결해야 할까? 답이 나올 정도로 질문을 잘할 실력을 갖고 있고, 그럴 시간이 넉넉하면 좋겠다. 
 
 다른 관점에서 우리는 미래의 시간을 알지 못한다. 현재의 행동이 미래에 영향을 준다는 것만 알고 있다. 작은 희망을 갖고 곰곰이 잘 생각해 보면 미래에 더 좋은 결과가 나올 확률이 높은 것을 선택해야 한다. 선택하면 행동해야 한다. 내가 읽어본 투자의 고전들이 하는 말이며, 나는 세이노가 거칠게 말하는 본질도 동일하다고 생각한다.
 
 책의 내용은 부를 축적한다는 주제하에 강렬한 멘트들이 많다. 읽고 있는 사람들이 현재를 부정하고, 새로운 방향의 눈을 뜨고 행동하게 하려는 의도라고 생각한다. 독자들이 무지렁이처럼 돈 못 버는 등신들이라고 생각했다면 그렇게 말할 필요도 없다고 생각한다. 물론 그 말을 듣고 있자면 기분이 나빠질 수도 있다. 정나미 떨어지거나 인간미가 떨어진다는 감성의 문제다. 충분히 그럴 수 있지만 책의 제목처럼 가르치는 것은 부를 축적하기 위한 태도라고 생각하면 그것을 비난하기 어렵다. 
 
 세이노의 말을 해석해 보면 10원 벌어서 1원 쓰면 9원이 남고, 1억을 벌어서 1억 1천만 원을 지출하면 빚이 천만 원 생긴다. 1원의 이자는 나오지도 않지만 1억은 한국은행 기준 세후 3백5십만 원의 이자는 나온다. 종잣돈을 마련하는 이유는 돈을 벌어, 지출을 인내한 대가인 이자소득이나 구조적으로 수익을 창출하는 사업을 통해 부의 축적 레벨을 올려가기 위한 노력의 과정이다. 눈을 손으로 꼭꼭 뭉치는 과정이 있어야 굴리면서 눈사람을 만들기 때문이다. 
 
 그의 글을 보면서 느끼는 점은 세상을 관찰하고, 직접 해보고, 타인의 시선이 아니라 나의 원칙을 갖고 판단하며, 엄청난 지식축적을 하고 있다고 생각한다. 동시에 나 스스로를 또 돌아보는 이유가 되었다. 
 
 그처럼 넓지는 않지만 내 분야의 관점에서 세상을 관찰하고, 직접 해보고, 분야의 전문성도 있고, 책도 늦게나마 읽기 시작했는데.. 나는 보편적으로 말하는 부자인가? 그렇지 않다. 직장에서 사업을 만들고 성과를 만들었을 때 그 사업자체를 만들고 키워가며 나 스스로 알아가는 것에 가치기준을 많이 둔 것 같다. 어쩌면 남의 돈을 불려주는 결과라고 생각할 수 있고, 함께 하는 사람들이 조금 더 좋아지는 결과가 되었을지 모르겠다. 지금까진 어떤 결과로 내가 부를 축적하겠다는 것보다 그 일의 결과가 좋아지는 것이었다. 그 생각이 나쁘지는 않다고 생각하지만, 이 책을 읽다 보면 내 삶을 위해서 방향을 조금 틀어볼 생각을 한다.
 
 얼마 전 AI를 이용한 클라우딩 서비스 사업을 하는 후배 녀석이 ""형 주위에 형 뜯어먹고 사는 사람들이 많아""라는 말을 한 적이 있다. 내 대답은 ""뜯어먹을 게 있다는 것은 쓸만하다는 말이네, 뭐"" 그러면서 소주를 한 잔 같이 했다. 그런가 하면 다른 후배는 내가 취급하는 제품에 특정 기능을 추가해줘야 한다며, 사지도 않으면서 매일 요청을 한다. 예전 같으면 여력이 되는 범위에서 이 녀석, 저 녀석에게 가능한 시간을 전부 소진했을 것 같다. 그러나 지금은 나도 하나씩 내 삶을 위한 결과물을 위한 우선순위를 갖고 시간을 더 소중히 쓰는 것에 신경을 쓰고 있다. 그 후에 또 이 녀석, 저 녀석에게 시간을 여유롭게 시간을 쓸 생각이다.
 
#세이노의가르침 #삶의복기 #방향전환 #독서 #경제 #부 #khori",7
세이노의 가르침,"이 책은 약 20여 년 전에 막 인터넷이 활성화되기 시작할 즈음 당시의 청년들에게 뼈 때리는 경제적인 조언을 하던 ‘세이노(Say No)’ 선생의 어록을 모아서 최근에 출판하였습니다.
필자도 간간히 온라인 상에서 그분의 조언을 보았으며, 다소 강경한 어조의 글이었지만 내용은 젊은이들에 대한 사랑으로 가득 찬 내용이었습니다. 선생은 동아일보나 여러 매체에 나누어져 있던 글을 모아서 자기계발 관련 카페에서 소개하기도 하였습니다. 그후에도 세이노 선생을 따르는 예비 부자들이 계속 생겨나서 책으로 발행되기에 이르렀습니다.
문체가 상당히 강경하고 과격하기에 적응이 안되거나 괜한 반발심이 생기는 독자들도 있겠지만 그 내용은 우리가 부자가 되기 위한 길로 가기 위해서 필요한 실전 생각, 행동 지침서의 역할을 해줄 것입니다.
저자 세이노 선생은 1955년생으로 현재는 일흔에 가까운 연세가 되셨습니다. 가난한 환경에서 1천억 원대 자산가로 성공한 전형적인 자수성가 경영인이십니다. 다른 자수성가와 다르게 수많은 직업과 노동을 경험했고, 중소기업과 중견기업까지 경영한 CEO 출신으로 사회에 나와서 배운 지식으로 성공을 이룬 것입니다.
일부 우리 사회의 엘리트들은 학교공부와 학벌, 자격증을 따기 위해 배운 지식으로 평생을 지내는 경우도 많은데, 평생공부의 실천이 이처럼 중요하게 다가오는 현실의 예가 될 것입니다.
이 책을 읽고 나면 자신의 내재된 게으른 본성을 그 뿌리까지 혁신하고 실천해야만 부자가 될 수 있을 것입니다. 세이노 선생의 조언이 여타 다른 부자들과 크게 다르지는 않습니다. 그 속에 흐르는 기본원리는 일맥상통합니다. 일단 자신의 분야에서 일을 재미있게 잘해서 자신의 몸값을 높이라고 조언합니다. 그것이 바로 종자돈이 된다는 것을 강조합니다.
일이 재미있기 위해서는 일단 잘해야 하는데, 잘하기 위해서는 직장의 상사나 사장이 하는 것을 보고 배우면 된다고 합니다. 그래서 돈주머니를 쥔 올바른 사장을 만나야 합니다. 이런 사장을 고르는 방법도 알려줍니다.
첫째, 사장이 오너인지 알아보고 오너가 아니면 웬만하면 피해야 합니다. 글로벌 회사의 월급사장이나 공기업의 낙하산 사장을 피하라는 말입니다. 그들은 직원을 쥐어짜서 성과를 내고, 거액의 인센티브만이 목적이기 때문입니다.
둘째, 돈주머니를 가지고 있는 오너 사장이라도 직접 대면하기 어려운 상황이면 피합니다. 자신 위로 상사들이 겹겹이 있다면 그 사장으로부터 배우기 어렵다는 말입니다. 그러므로 부자가 되는 법을 배우기 원하는 사람은 중소기업 이하의 규모의 회사에서 오너 사장과 자주 접하며 일하는 곳입니다.
셋째, 돈주머니의 사장이라도 의사, 변호사, 회계사 등의 전문직 사장 밑에서 일하는 경우는 심사숙고하라고 합니다. 그들의 엘리트 의식 때문에 직원을 중요하게 생각하지 않기 때문입니다.
넷째, 아주 가난한 환경에서 자수성가한 중소기업 사장 밑에서 일하는 것은 조심하라고 조언합니다. 소위 ‘라떼는 말이야~~’라고 남발하면서 직원의 수고를 박하게 평가합니다.
다섯째, 일에 미치지 않은 사장은 피합니다. 미쳐야 일을 제대로 배울 수 있다고 합니다. 노력하는 직원들에게 ‘내가 직원들 때문에 먹고 산다’고 생각하면서 이익을 나누고 기회를 부여하는 사장이 최고입니다.
여섯째, 권위주의적인 사장은 본질에서 벗어난 별개의 것으로 직원을 피곤하게 만들기 때문에 피합니다. 
일곱째, 품질과 가격, 서비스로 수익을 내는 것 이외로 돈을 벌려고 하는 사장은 피합니다. 수익을 기반으로 주식 상장에 강한 초점을 둔다면 피해야 합니다.
여덟째, 사장이 새로 창업했거나 얼마되지 않았는데 제안이 들어오면 심사숙고합니다. 우리의 가치가 그 사장에게 무엇인지 분명히 따져서 계약서를 작성해야 합니다.
또한 부자들의 속성을 알려줍니다. 부자나 고소득층은 주 40시간 근무에 연연하지 않고 일하는 것이 제일 재미있다고 느끼며, 경쟁자들에게 승리하려는 승부욕이 강합니다. 필자의 친한 지인도 사업을 경영하는 사장인데, 휴가를 떠난 곳에서도 일에 관련된 것을 발견하고는 그곳에서 새로운 아이디어를 얻어와 신제품을 만들기 시작하는 경우를 보았습니다. 자신의 일이 재미있다고 느껴지면 이는 곧 성공의 길 위에 있다는 의미로 받아들일 수 있겠습니다.
성공의 길로 가기 위해서는 세상이 원하는 기준에 맞추어서 일해야 한다고 조언합니다. 자신의 기준에 맞춘다면 절대 부자가 되지 못하며, 우리가 생각하는 기준보다 훨씬 더 높고 깊은 기준입니다. 
먼저 자신의 가치를 세상에 보여주어야 세상이 대우를 해줍니다. 월급 받는 만큼만 일한다는 생각은 정말 하수의 생각입니다. 세상 어느 누구도 먼저 월급을 올려주지 않습니다. 미래에 받을 보상을 생각해서 꾸준히 일한다면 반드시 성공으로 갑니다. 중간에 포기하는 사람이 90% 이상이기 때문에 끝까지 가는 10%가 성공하는 것입니다. 
이 책의 내용은 실로 방대합니다. 실제 적용이 가능한 지침서 성격이 짙기 때문에 여러 번 반복해서 읽으면서 실천해서 우리의 근본까지 변화시키면 부자의 길은 멀지 않은 것이라고 확신합니다. 세이노 선생은 이 책의 인세를 받지 않기로 하면서 두꺼운 책임에도 불구하고 상대적으로 저렴하게 구입이 가능하고 전자책은 현재 무료로 다운받을 수 있습니다. 선생의 젊은이에 대한 사랑이 느껴지는 부분입니다.",7
좋은 말도 있지만,"좋은 말, 도움되는 말도 있지만  너무 잘난척에 남 무시하는  말에  본인 자랑질이 많네요나이 더 들어  아프고 힘들어지면,  나와 생각이 다른 이들도 이해하려나요? 정신력 운운하다가 아픈거 무릎쓰고 일하다가 병든 사람도 많아요  의료시스템, 건설업자 등 칼날 같은  날선 비판은  좋습니다만 자랑질과 잘난척 내 생각과 다른 사람을 무시하는 듯한 발언은 잘난 꼰대 같은 내용이 많음 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ",7
맞는 말은 많지만...,"고개가 끄덕일 정도로 맞는 이야기들도 많은데, 이야기 속 대화내용에 욕설이 난무하여 깜짝 놀랐다.  요즘 같이 분노의 시대에는 시원한 감도 다소 있지만, 책의 곳곳에 '욕'이란 침이 뿌려져 있는 듯 하다. 
 
'앵무새 죽이기' 란 책에 이런 말이 나온다. 
'욕설은 그 사람이 얼마나 보잘것 없는 인간인가를 보여 줄 뿐 상대방에게 상처를 주지는 못해'
 
여성을 바라보는 인식도 편견 가득한 것 같다.  여성이라는 성을 원해서 선택하여 태어난 건 아닐테고 본인도 그 '여자' 에서 태어난 '남자'인데 말이다. 
 
마초적 냄새 가득한 영웅 아닌 영웅 이야기",7
소장하면 좋은 책,"요즘 책후기들 올라오는 거 보면 세이노의 가르침이 많아서 
무슨책인지 궁금했는데 서점서 보는 순간 헉! 했다.
정말 심플한 표지. 전공서적급 두께. 제본느낌나는 구성.
세이노 철학자 이름같기도 하고 언뜻보면 플라톤 같은 철학서적처럼 보이기도 ^^;;
아 이거 어렵고 좀 지루해 보이는데 싶었는데 
사람들이 많이 보는데는 분명 이유가 있는거다. 너무나도 가격이 착하기도 하고.
아~! 세이노는 say no! 였다. ^^;; 
작가님의 인생 노하우가 꽉찬 지침서 같은 거였다. 
꼭 경제영역뿐아니라 인생전체 철학과 공략이 담긴 알짜배기 시험족보같은 책이다. 
공무원 상대하는 법까지 ㅋㅋ 진짜 생각지도 못한 영역도 있다. 
인쇄료도 하나도 안받으시고 전액 기부하시는 참부자.^^
욕할아버지같은 거침없는 말씀들 ^^;; 많이 어렵지 않고 생각보다 잘 읽힌다.
시간을 두고 조금씩 읽어봐도 좋을 듯 싶다.
피가되고 살이되는 말씀들.
한번쯤은 읽어보시길!",7
좋은 책입니다.,"삶이 존엄해지려면 꼭 필요한 두가지. ‘돈과 철학’
	
돈이 없으면 자기 결정권을 행사할 수 없다.


애쓰지 않으면 삶이 멈춘다. 40대가 다시 버킷 리스트를 써야 하는 이유다. 버킷 리스트는 미래를 위한 한 줄짜리 소망일 뿐이지만 나의 오늘을 달라지게 한다. 달라진 오늘은 나의 미래도 서서히 달라지게 한다.
마흔, 희망이 현실로 드러나는 나이. 아니야. 100세 인생의 시대에서 30년전의 마흔과 지금의 마흔은 완전히 다르다. 마흔이라는 나이를 다시 정의해야 하는 시점이 왔다.",7
내가 고민하던 것들에 대한 조언이 녹아 있는 책이다.,"'세이노의 가르침'을 처음 알게 된 건 약 2~3년 전쯤인 것 같다. 자기계발 관련해서 이것저것 알아보다 인터넷에 누군가 글을 통해서였다. 무료 PDF 파일을 구했고, 이런 소중한 글을 무료로 받아볼 수 있어서 참 감사했다. 그러면서 꼭 종이책으로 출간되었으면 좋겠다고 생각했었는데 이렇게 세상에 나오다니 감개무량하다.'아무것도 가진 게 없다고 느꼈을 때, 삶의 전반에 조언이 필요할 때' 전해주시는 조언은 큰 힘이 되었고, 성공을 향해 나아가는 '부자의 길목에서'의 세이노의 가르침은 '난 어떤 부자가 될 것인가'를 다시 생각하게 한다.책 뒤편에 나온 추천도서들도 꼭 한 번 읽어봐야겠다.3년 후(2026년 1월 1일 도서출판 데이원 블로그 공유) 예정된 세이노와 독자들이 함께하는 만남의 자리, 벌써부터 두근거리고 기대된다.",7
딱30pg까지 읽고 10권 주문하는중입니다.,"깨어나고 싶어, 다름 아닌 스스로를 다스리는 사람이 되고 싶어 인문 고전부터 대학교재들까지 들춰보며 어설프게나마 찾아다녔습니다. 내년이면 어언 10년째 그렇게 살아가고 있어요.그러다 이 책의 예약판매 소식을 듣고 가격에 비해 많은 쪽수를 의아해하며 구매했습니다. 3월 2일에 이 책을 받고서 30pg 읽었습니다.10권 주문하렵니다. 이 책이 일반인인 저에게 닿기까지 많은 시간이걸린 만큼 재고가 없어질새라 두려워 미리 사두려합니다. 그러다 두고두고 절실해보이는 사람들에게 나눠주며 읽어보길 권해보려 합니다. 제 10년을 걸고 맹세합니다. 인문학이나 고전 등 인간과 만사의 이치에 대해 흥미가 많으신 분이시라면 믿고 구매하셔도 무방합니다. 절실해야 보이는 샘물같은 이 책을 세상에 내어놓을 수 있게 해주신 많은 분들과 세이노님에게 진심으로 감사인사 드립니다.",7
소중한 책,"인터넷에서 제본 떠 파는 걸 사서 읽었었는데,이 소중한 책이 정식으로 출판되었다는 소식을 듣고 1월에 예약구매 했습니다.20년이 지나도 변치 않는 인생의 진리들을 배웁니다.물론 사람마다 추구하는 삶의 방향은 다를 수 있기에 취할 것을 적절히 취하면 되겠습니다.PDF 파일 중 인상깊은 단락을 캡처하여 제 휴대폰에 저장하여 틈날 때마다 읽을 정도로 세이노의 가르침은 큰 깨닳음을 주었던 책입니다.정말 처음 이 책을 접했던 날이 생각나네요. 정제되지 않은 어투로 쓰여진, 오타도 섞여있던 이 책이 많은 분들에게 도움이 되길 바랍니다.",7
정식출간이 되다니,정식출간되다니 감회가 새롭습니다 이미 앱으로 봤던 내용이지만 현재의 세이노님의 추가 글이 들어 간다니 너무 기대됩니다 3월이 얼른 왔으면 합니다700여장이 넘는 내용을 어떻게 편집했을지 궁금하네요잠시 잊었던 세이노님의 가르침을 발판으로 삼아 2023년은 알차게 보낼 수 있을 거 같은 마음이 생기네요 저작권료도 안 받으시고 책을 출간하시다니 역시 그 큰 마음에 감사합니다,7
내용이 좋습니다,"세이노의 가르침 힘있는일상과 돌파구를 찾게하는 마술같은 책입니다  일반 자기계발서와 다른 총체적 리얼리즘 같이 우리삶의 지표 중심을 잡아줍니다 힘들때 외로울때 누군가 싫어 질때 앞이 보이질 않을때 꼭 필요한 책 입니다 돌파구의 길잡이를 잡아줄 으뜸 의 마력입니다 무엇보다 현실을 알고 그의 분노해 남과 비교하면서 스스로의 힘있는 잣대 즉 지렛대 역활을 해줍니다 결론은 현실을 제대로보고 지금 무엇이 안되는 상황에 기다렷다 스스로 노력해 삶을 뚫어야 합니다 그것이 사업,연애,꿈,정치,경제,억대자산가,성공 과도기등...좌절만하기에 우리 인생은. 생각보다 빨리 지나갑니다 압축해서. 세이노 가르침 책 핵심은 현실적인 사람이 되라고 호소 합니다 그러기위해서 앞서말한 죽을 만큼 절실히 스스로노력해야한다는것을",7
진실된 삶의 태도를 먼저 느끼자.,"반드시 읽어야 하는 좋은 책이다. 
그러나 독자들이 이 책에서 천억대의 자산을 모으는 방법을 찾으려할까 두렵다. 곧 천억대의 자산가가 될 것이라는 생각으로 이 책을 찾지는 말았으면 한다.
인생은 느닷없고, 황당하다. 
나는 1969년생이고 22년차 쌀장사다. 나는 새벽 3시 15분에 기상해서 저녁 9시 30분경에 이불 속으로 들어가고 10시경에 잠이 든다. 장사꾼이 된 이후 22년을 비슷하게 살았다. (새벽 4시에 기상했던 행복한 적도 있었다.)
자영업자의 행복과 미래에 대해서 말하고 싶은 이야기들을 모아 ""나는 쌀장사가 천직이다.""’라는 책도 썼다.(311쪽)  나는 20년간 부지런히 쌀을 팔았으나, 결국 부자가 되지는 못했다. 
세이노의 가르침을 읽고 잠시 허탈해졌다는 것이 솔직한 심정이다. 
천억대의 자산을 모은 세이노의 개념으로 본다면 나는 허송세월을 한 셈이다. 그러나 돈의 많고 적음이 행복과는 별개의 문제임을 깨달았다. 공자는 태산에 올라서야 천하가 작음을 알았다고 했으나, 나는 쉰이 넘어서야 비로소 태산에 올랐다. 
행복의 개념을 정립하지 못하면 천억의 자산도 무용의 것이 되고 만다.
청년 독자들은 세이노님이 가진 천억의 자산은 치열하게 살아온 삶의 결과일 뿐임을 인지하시기 바란다. 올바른 부자는 자신이 부자로 살든 그렇지 않든 진실된 삶의 태도에 집중할 뿐이다. 
이 책에서는 세이노님의 삶의 태도를 살펴보시기를 권한다.
-부산 행복한쌀창고 하재윤 배상-",7
세이노의 가르침,"워낙 인터넷에 유명했던 ""세이노의 가르침""
나는 어플로 소장하고 가끔씩 읽어보았었는데 예약구매 가능하단 소리에
뒤도 안 돌아보고 바로 구매했다
이번 책에는 새로운 작가님에 생각도 추가되어 좋았고
무엇보다 좋았던 건 700페이지쯤 되는데 가격은 6000원이라는 말도 안되는
혜자스러움,ㅋㅋㅋㅋㅋ
세이노님의 가르침을 잘 받아 나도 인생을 잘 살아보고 싶다
또한 나도 이런 책을 하나 내 놓고 싶다",7
세이노의 가르침 독서후기,"많은 분들이 아는 책일겁니다.
저자께서 책을 통해 어떤 이득도 추구할 의사가 없으시기에 출판이 안 되고 공동 제본집만 인터넷을 통해 구매할 수 있었던 책이었습니다. 저도 예전에 제본집을 구매해서 읽고 소중한 녀석들에게 선물했었는데, 한 명이라도 읽었을지 모르겠네요;;

그때는 재테크를 공부하기 시작한 초기라 제본집만해도 500페이지가 넘기에 정말 어렵게 읽었는데, 이번에 7월 독서토론 책이라서 새로 출판된 책을 읽었는데, 새로운 내용이 추가되어 700페이지가 넘습니다.
그런데 예전에 독서할 때보다 더 빠져들면서 독서했던 거 같습니다.

업장을 마치고 남은 부분을 읽고 퇴근하는데 나 자신한테 화가 나는? 느낌도 드네요.
그동안 진짜 열심히 살아왔나? 그냥 남들이랑 별반 다를 거 없이 살아오면서 바람만 컸던 거 아니가? 그런 생각이 들었던 거 같습니다.

세이노 님의 '세이노의 가르침' 독서후기 시작하겠습니다.


피보다 진하게 살아라.

책 표지에 나와있는 문구입니다. 세이노님이 책에서 던져주는 메세지가 이 문구입니다.

허황된 것을 쫓으려고 하지 말고
남들이 좋다는 것에 우르르 몰려가지 말고
니가 좋아하는 것만 찾아서 하려고 하지 말고
겉햟기 식으로 해놓고 노력했다고 하지 말고
할 거면 제대로 노력해라.

부자는 되도 안 하는 자기 하고 싶은 일만 고집 피우면서 한 게 아니라
자기 할 일을 끝까지 공부하면서 파고
그 일을 잘하게 되는 과정이 좋아서
그 과정을 여러 루트로 반복하다가
부자가 되는 거다.

기회는 그런 곳에서 노력한 사람에게 보이는 거다.

부자가 되고 싶은데
노력하지 않으면 컨베이어 벨트 앞에 일들만 하게 될 거다.


저한테는 이렇게 읽혔는데, 보는 사람의 관점에 따라 다르게 보일 수도 있을 거 같습니다.

몸값을 높여서 그 높아진 몸값에서 나오는 돈을 허황된 곳에 쓰지 말고 전쟁피난민처럼 살아가면서 모아라.
그렇게 모인 종잣돈을 투자의 가치가 있는 곳에 소비해라.
재벌집 자녀가 아닌 자수성가 한 부자들은 이 과정을 거쳐 부자가 된 거다.

몸값을 높여야 하는데, 경기가 안 좋다. 이런 건 변명입니다.

전 자영업자라 평소에 길을 다닐 때 주변 상가를 많이 봅니다.
코로나에 고물가에 고금리의 연속으로 폐업이 늘어 '임대'가 많이 붙어 있죠.
예전엔 10개가 임대 나오면 대부분 금방 새로운 분들이 개업을 하시는데, 요즘은 정말 좋은 자리 아니면 계속 비어있는 공실이 많습니다.

반면에 돈 버는 가게들은 꾸준히 손님이 많습니다.
줄 서는 집은 계속 줄을 서고 돈을 법니다. 장사도 양극화가 보이네요.

폐업을 하는 자영업자와 계속 성업인 자영업자에겐 분명 차이가 있습니다.
저는 중간쯤? 위치하고 있는 거 같은데,
""살아있는 게 어디야?"" 하고 안도하지 말고 어떻게 하면 고객이 더 찾아오게 될지 계속 방법을 찾으면서 몸값을 올려야겠습니다.

'돈을 쫒다 보면 돈이 오히려 안 온다.' 이건 장사를 시작할 때 제가 생각한 마인드인데,
이 말의 이면엔 고객이 나를 찾을 '가치'가 있어야 한다.
그래야지 다른 사람의 주머니 속에 있는 돈이 내 주머니로 들어오게 됩니다.
장사에 있어서 가치란 음식점을 예로 들면 '맛'일 것이고,
제 업으로 보면 '서비스'와 '고객이 원하는 최상의 결과물' 일 겁니다.

모든 일을 시작할 때 큰 구조를 파악해라.

 
바둑 둘 주 아시나요? 어릴 때 아버지와 놀이로 몇 번 해본 적 있는데, 바둑을 두면 2 수, 3 수를 미리 생각하면서 둔다고 합니다.
재테크를 공부하고 꾸준히 독서를 하면서 생각하는 방법 중에 하나가 모든 일을 할 때 바둑처럼 생각해 보는 겁니다.
사소한 부분도 중요하지만, 큰 그림이 더 중요하다고 생각합니다.

세이노님도 아버지께서 큰 구조를 파악하는 방법을 가르쳐 주시려고 하신 거 같다고 하셨고, 항상 큰 구조를 먼저 파악하라고 언급합니다.

큰 구조를 파악해야지 일을 효율적으로 처리할 수 있습니다.
타인을 상대할 때도 장사를 할 때도 크게 보고 거기에 맞춰서 대화하거나 일을 해결해 나가려고 하는데 지나고 되돌아보면 항상 부족한 부분이 많아 보이네요.
 
제가 공부하는 부동산 분야도 세밀한 부분도 중요하지만, 큰 구조를 파악하는 것도 중요하다고 생각합니다.


베이비붐 세대와 MZ 세대

이번에 출간된 책에 새로 추가된 내용입니다.
p.300에 나와있는 내용인데 6.25 전쟁 이후 베이비붐 세대와 외환위기 이후 MZ 세대 사이의 공통점을 언급해 주셨는데 반복해서 읽었네요.
이 부분에 대해서는 더 공부해야겠습니다.
게임에 관련해서 MZ 세대의 문화와 태도에 대해서도 공감되는 부분이 많습니다.

게임 아이템 획득하듯 하는 소비, 모니터 안에 있는 사람을 선호하는 현상, 자신에게 주어진 역할만 자기 기준으로 수행하는 태도, 미 퍼스트(Me first), 워라밸, 게임하듯 찾는 직장, 즉각적인 보상, 공정과 불공정, 온라인에서 모든 정보를 얻을 수 있다는 생각, 인생은 한 번뿐(YOLO) 이렇게 10가지가 나오는데 뉴스 기사에서도 많이 보던 내용들이고 주변에도 많이 보입니다.

부유층 3세대의 영향이라고 합니다. 부자가 되려면 절대 따라 하지 말고 독자적으로 살아야 합니다.

세이노님이 외환위기 시대(IMF)부터 위기를 기회로 만든 과정들이 나오는데, 현 상황을 객관적으로 파악하고 끝까지 파고듭니다. 양질의 정보는 책에서 얻고 판단하고 행동하셨습니다.

세이노님이 미디어에 인터뷰 하신 영상이 있습니다.
(프라이버시를 중요시하시기에 얼굴을 가리고 출연)
두꺼운 법원 판결문을 다 분석하셔서 하시는 인터뷰였는데,
본인 전문 분야도 아닌데 저걸 어떻게 다 분석해서 인터뷰 하는거지? 하고 감탄했던 기억이 납니다.
끝까지 파고드는 집요함을 저도 키워야겠습니다.

물론, 그 영상에서도 세이노님이 강조하신 건 젊은이들이 '피보다 진하게 살아야 된다.'였습니다.

부자와 고수는 나와 같은 일반 사람이 그 분야의 귀신이 될 정도로 찐하게 노력한 사람이다.

 

독서후기에 페이지와 내용을 그대로 옮겨서 작성하는데, 세이노의 가르침은 많은 분들이 보셨으면 해서 하나도 안 남겼습니다. 이 책은 닳도록 반복해서 읽어야겠어요.

왜 전에는 어렵게 읽히고 지금은 빠져들면서 읽히는지 모르겠지만, 정말 강력 추천합니다!

이만 독서후기 마무리하겠습니다!

부족한 독서후기 봐주셔서 감사합니다.^^
 
< 독서후기 링크 >
https://blog.naver.com/ihyunsoo/223162481020",7
