title,content
폭염에도 불구하고 정말 재밌었던 직관!,"폭염에 너무 힘들었지만 1루 쪽은 천장 덕분에 그늘이 져있기도 했고, 저녁쯤엔 바람도 조금씩 불어서견딜만 했다! 날씨와 상관없이 응원의 열기는 더위도 잊게 만들었고 정말 재밌었던 홈 직관이었다!ㅎㅎ"
잘 관람했습니다,잘 관람했습니다~
고양 히어로즈 경기 관람,"키움히어로즈 2군 고양히어로즈 경기를 고양이 아닌 고척돔에서 볼 수 있다니 가깝고 덥지않고 매우 만족고양팀도 고척에서 자주 하는게 1군에 올라오기전에 적응하기도 좋고 편하지 않을까하는 생각단 하나 아쉬운건 고양팀도 1군 처럼 등장곡, 응원가 등 작게나마 틀어주는게 경기 분위기나 관람 분위기가 더 살지않을까하는 생각도 있지만 2군경기임에도 돔에서 응원할 수 있다는게 재밌었음"
재인폭포카라반,"아들군대 수료식으로 예약했어요~
저렴한금액으로 완전 쾌적하고 편안하게 잘 쓰고왔습니다친구들과 함께 상의해서 또 와야겠어요^^"
폭염 취소 됨,...
운이 좋았음. 그래서 더 좋은 시간을 보냈네요.,"원래 노을 캠핑장은 좋은 시간에 예매하기 어려운데 마침 운이 좋아 표를 얻었네요.그래서 재미있게 먹고, 놀고 갑니다."
예전엔 인기많았는데..,가격은 무슨 호텔방 가격이고..직원들은 돈천원 더벌고싶어서 인원확인하러다니고..진짜 방역은 안해서 모기천지고..송도캠핑장 많이 죽었다ㅋㅋ
좋은 경기이었어요.,좋은 경험이었다.
좋았다.,선수들이 잘 볼 수 있어서 좋았고 좋은 경기였습니다.
취소를 경기시작 한시간 전에..,5시 경긴데 4시 지나서 취소를 알려주네요..
폭염도 이겨버리는 즐거움,오랜만에 위닝경기...더웠지만 너무 재미있었던 경기입니다.
재밌어요,아주 재미있게 잘 봤습니다 :)
좋아요,좋아요
좋았어요,광동 오랜만에 승리! 짱~
송도 국제 캠핑장 오래간만에 캠핑,그동안 예약하려고 무지 노력을 해도 자리가 안나던 캠핑장이며칠전 빈자리를 찾아 처음으로 방문하게 되었습니다.그동안 장마로 인해 한달 가까이 캠핑을 쉬다 간 캠핑이라 더 좋았던거 같네요매너 타임이 잘 안치켜진다는 소문이 있어 조금 걱정했는데다행히 이웃을 잘 만나 조용히 잘 지내다 왔습니다다음에 또 가고 싶은 캠핑장이지만 워낙 인기있는 캠핑장이라 또 예약을 할 수 있을지 모르겠네요
최강두산..ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
최강두산...ㅎㅎㅎㅎㅎㅎㅎ,ㅎㅎㅎㅎㅎㅎㅎ
최강두산...ㅎㅎㅎ,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
관람후기,두산이 져서 아쉬웠지만 양팀다 보여줄만큼 보여줬고 땡볕에서 열심히 하신거 같아 즐거웠습니다 두산 화이팅
관람후기,두산이 져서 아쉬웠지만 양팀다 보여줄만큼 보여줬고 땡볕에서 열심히 하신거 같아 즐거웠습니다 두산 화이팅
즐거운 캠핑장,더워지만 시설이 너무 좋고 가까이에 타운몰도 있어 너무 좋았습니다.밤이 되면 시원하고 샤워실 너무 좋고 화장실 에어컨도 있어 넘 좋습니다.최고에요.
너무 좋아요,1루 자리가 자리가 좁기는 하지만그늘도 있고 시야도 넓게 잘 보여서 너무 좋아요!!
야구 보는건 고척이 최고죠!,진짜 더웠지만 고척은 너무 시원하고 쾌적했어요!!가족들이랑 함께 즐거운 시간 보냈습니다.
단체 응원,그냥 저냥
여름엔 고척이 최고!,덥지만 야구 보는거 좋아해서 가족들이랑 함께 관람했습니다.맛있는거 먹고 시원하게 야구 보면서 응원했더니 좋았어요!!
화이팅,저스트 화이팅입니다..
안세영 선수 승리를 다같이 마음 모아 응원했습니다,"민턴 운동을 즐기는 1인으로서 안세영 선수 경기를 볼 때마다 늘 감탄하곤 했답니다.요넥스와 배드민턴 협회에서 기획한 올림픽 배드민턴 응원전이라는 이색적인 행사를 검색 잘 하는 남편이 알게 되서인터파크를 통해 편하게 예매했네요.다같이 모여서 응원하니 한 점 한 점이 더 기쁘고 짜릿하더라구요.2세트, 3세트 역전승으로 결승에 진출한강철 멘탈 안세영 선수! 정말 멋있고, 부상 없이 기량 뽐내며 멋진 결승 대결 펼치길 응원합니다."
최강두산!!!,폭염의 한복판에 다녀왔습니다. 비록 두산이 큰 점수차로 지긴 했지만 그래도 한여름밤의 뜨거운 열기를 오랜만에 느낄 수 있어서 좋았습니다.
이겼다,두산베어스 파이팅
파트원들과 함께한 야구장,저희 파트에 야구를 한 번도 본 적이 없는 직원이 있어파트 회식 겸 야구장을 방문했습니다.가기 전부터 야구 룰과 응원 동영상을 찾아보는 직원들이 너무 귀여웠습니다.경기는 연장까지 가는 접전일만큼 굉장히 재밌었습니다.야구 시즌이 끝나기 전에 한 번 더 같이 가 볼 생각입니다.
폭염아 물러나라~~~,폭염을 이겨낸 경기 였습니다.당연히 우리 키움이 이겨서 더위도 잊은 경기 였죠. ㅎㅎㅎ아들과 함께 간 경기 였는데 우리 아들은 티비 화면에도 잡혀 난리가 났습니다.키움 경기와 항상 함께하는 인터파크 항상 감사합니다.
노을파크골장,"잔다리 관리 좀 해 주세요
부탁드립니다"
담엔 좀 이겨보아여,"4전 4패 기록하구
터덜터덜 관람했습니다. 
담 직관엔 꼭 승리할 수 있길 바라보아요."
고척 실내라 너무 좋아요 굿,이겨서 정말 행복했습니다.
이겨라 좀,키움아 제발
음. ..,"이겼으면 더 좋았을걸.
많이 아쉽네. .."
화이팅,화이팅입니다
.,공연 잘 봤습니다!
재밌어요,재밌어요
추천합니다,추천합니다
ㅠㅠ너무 재미있엇따,2대0으로 이겨서 더 좋앗음
전혀 안 무서움.,"초등 저학년 정도만 무서워할 수위.
8시쯤 갔더니 대기만 1시간.
덥고 습해서 언덕 길 오르느라 땀이 비오듯 흐름. 
더위가 무서웠음."
짜릿한 경기였다..!,"잠실에서 무더웠던 날씨에도 지치않을 수 있었던 건 히어로즈의 더 뜨거웠던 집중력 덕분이었습니다!
끝까지 해내는 히어로즈 잠실에서 응원할 수있어 행복했고 더위에 지치지 않고 더 건강하게 야구할 수 있기를 늘 응원합니다!"
새로운 세계를 보았다,재미따 크크
이겼다리 ㅎㅎㅎ,ㄴㅇㅁㅀㅈㄷㄺㄴㅇㅁㄹㅇㅌㅊㄴㅍㅊㅌ
좋았습니다,역대급경기한번만들어주는구나
베리굿 응원!!!,날씨는 덥지만 활기찬 응원으로 더위를 날려버려~!
한탄강오토캠핑장 54번,"물놀이장 가까워서 끝으로 예약 했어요
화장실이 멀어서 걱정했는데 55번 뒤쪽으로 간이화장실이 생겼나봐요
에어컨도 빵빵하고 물도 시원하고 깨끗했어요
다만 야영장 끝 쪽은 세척장. 샤워실.매점 등이 멀어서 감안하셔야 해요"
Good match,Good sight
야구장,더운데 재미있었습니다
간만에 한여름의 캠핑,8월초 한여름인데도 불구하고 애들 방학이라 간만에 캠핑 갔어요~너무 습하고 더워 잘 생각은 못하고 수영장 개장했다고 해서 잠시 즐기다 오는 거로!아기자기하게 수영장과 물놀이터 만들어 놔서 아이들은 재미나게 놀았네요 ㅎ수심이 너무 낮아 수영을 즐기는 아이들은 좀 심심해 하더구요~ 나름 관리도 잘 되고 사람도 많지 않아 잘 즐기고 왔습니다!
08.03.2pm 분위기 띄운 1인입니다??,"사진까지 올리고 싶은데 인터파크는 사진 업로드가 불가하네용ㅜㅜ(글만 쓰기에는 아쉬워요) 연극만 보는게 아니라 관객 소통까지 해가며 연극하는 모습이 넘 좋았어요>< 일찍 왔으면 고민도 작성했을텐데..담에는 꼭 고민까지 작성해봐야겠어요!! 좋은 연극 감사합니다??

한국코미디!!! 타운~~~"
자리의 중요성,자리가 좋아서 안 보이는 부분까지 잘 보고 왔어요
자리가 좋아요,선수들 숨소리까지 들려요
최악의 캠핑,"편의점 직원은 볼때마다 기분이 안좋아보이시고,
많이 갓지만 볼때마다불편

방역도 안하는지 모기를 한30방 물렸네요

지난주까지 크록스신고 들어 가던  수영장은
워터슈즈없음 못들어간다고 저지당하는 상황에

입구에서 워터슈즈25,000에 파는 상술에 경악을 금치못함...

2박 결제 하고 1박하고 기분나빠서 나왔네요"
여름 휴가는 산장관광지 입니다,여름 성수기 가깝고  시설 좋은 산장관광지에서 잘 지내고 갑니다. 카라잔 유저를 위한 보관서비스 질 이용하였습니다. 수고하세요!
이승엽경질,이승엽경질
깨끗하네요,잘 이용하고 갔습니다
꿀잼,또 갈거임
개꿀잼,ㄹㅇ 개꿀잼 또 갈거임
잦밧들,또 이겼다
친구들과 야구장,"오늘 야알못인 친구들과 경기장에 와서 경기를 봤는데
친구들이 재밌어하고 저도 오랜만에오니 너무 재밌었습니다. 같이 수다도 떨면서 정말 재밌게 이번 경기 본 것 같아요. 다음에 또 올 수 있다면 또 가기로 했습니다.
선수들 점수차가 많이 나도 열심히 하시는 모습도
보기 좋았습니다. 화이팅!"
너무 더웠지만 즐거운 하루,"선수들 직접 가까이서 봐서 즐거웠습니다
덤으로 파울볼도 건졌어영"
관리형평성 어긋남 잡초제거 안됨,"초창기와 다르게 잔듸환경과 잡초 풀 제거가 미흡
주차관리가 형평성에 어긋납니다. 제일 끝자리 통행등 지장이 없는 위치인데도 사이트안에 넣으라고 10분도 되지않아 제차 전화해서 엄청나게 엄격히 굴더니 카라반 이용자가 그자리에 차를대고 밤을세도 관리하지않는건 이해되지않음"
최악의 경기,차라리 취소되었어야...
그나마 토요일경기에 비하면 준수했다,덥지만 버틸만했던 경기
야구 관람.,날씨는 무지 더워지만 잼잇게 잘보고 왓네요..
너무덥고 너무 못하고..,"경기력도 너무떨어지고..
너무덥네요"
실제는 다른 챔스..,맨날 유튜브에서만 보니까 좀 멋있네. 이정도 였는데 실제로 가서 보니까 너무 웅장하고 간지작살이라 안가고싶을 수가 없네요.. 바로 친구한테 가보라고 후회안한다고 말했어요. 굳굳
좋아요,날이 너무 더웠지만 아이들이 즐거운 관람하고 왔습니다.
온수파크,"나오는이 온수임
실외더워서가아니라 그냥 온수물이나옴
샤워실이젤시원함"
승리해서 너무 좋았어요,저번 직관은 좀 이상하게 졌는데 승리해서 너무 재밌고 좋았어요. 좌석도 너무 잘보이고 좋았네요.
재밌었어요,또 관람예정입니다.
대한민국,코리아 선수 화이팅??
대한민국,코리아 선수 화이팅??
대한민국 화이팅,"두팀모두 패했지만 고생많으셨습니다.
누구보다 속상하고  아쉽겠지만 앞으로 더 힘내세용. 홧팅??"
가족들과 잘 놀다 갑니다.,1학년 둘째아이가 너무 좋아했어요. 초등 고학년보다는 저학년이나 유아들이 좋아할만한 물놀이터입니다. 그래도 데크에 텐트도 치고 음식도 먹고 즐겁게 놀다 갑니다.
강민희해설사님최고,친절하고 재밋으셔요
영천 별빛테마마을 글램핑&천문과학관,"여동생 가족들과 1박2일간 영천 별빛테마마을 글램핑장과 
천문과학관을 체험했는데요..두가족 모두 밤하늘의 수많은 별들을 보면서 힐링되는 즐거운 여행이었구요ㅎ
최무선과학관 4D영화관과 체험 프로그램도 재미있었어요^^"
즐거운 시간이었습니다,우리선수들 경기보고 티셔츠도 받고.각종 이벤트에 즐거운 시간이 �營윱求�
두산베어스! 승리를 위하여...,"뜨거운 열기에도 두산 응원 열정은 식지 않네요..
너무너무 더워서 쓰러질뻔했지만 즐겁게 보고왔습니다"
즐겁게 잘 쉬었습니다~,"조금 낡긴했지만 하니랜드가 옆에 있어서, 
어린 아이들 놀기에 좋았고,
전반적으로 조용하게 잘 쉴 수 있었어요
문제는 ㅠㅠ 모기인지 날파리인지 너무 �i아다니는 통에..
모래놀이장, 놀이터가 없어서 살짝 심심할 수도 있지만, 조용히 쉬기엔 좋았어요"
키움 직관,키움 만세
최고의 캠핑장,"여러번와서 명당자리 알아냈고 그늘이 많아 너무 좋은 캠핑장 
1박도좋고 2박도 좋고 비가와도 데미지가 없다. 
짐옮기는것도 리어카덕분에 수월하고 샤워장 수압도 좋다."
친구들과 야구 직관,인터파크를 통하여 두산의 경기를 항상 볼수있어서 좋았다
너무좋았습니다,금액저렴하구요 카라반깨끗하구요 너무좋습니다 시설도 생각보다 많았구요 그릇같은것도 깨끗하고 수량도 충분하구요 예약해서.다시올 예정 입니다
야구장 경기,야구장 경기 관람했습니다. 날씨가 너무 더웠지만 시야는 좋아요.
재밌어요,즐거웠어요
Good match,Good sight
좋아요,재밌어요
별ㄹ호,ㅇㄴㅁㄹㄴㄻㄻㄴㅁㄴ
유익한 시간이었습니다.,"인터파크티켓으로 예약해서 
좋은 추억 쌓고 있습니다."
재미있게 봤어요~,기대이상 재미있어요^^
두산vs키움 잠실경기 재밌게 봤습니다,이겨서 더 좋으네요 ㅎㅎㅎ
역시 직관이 최고,울팀 경기는 역시 직관이 최고
?,그냥 보지를 못했는데 어쩌라고
LG트윈스 경기!,배재준 선수와 안익훈 선수 가까이에서 볼 수 있어서 너무 좋음!
재미있었습니다.,"날씨가 습하고 더웠지만 재미있었습니다. 
근데 경기는 자꾸 지네요 ㅠㅠ"
인생 첫 야구 직관,"엄마와 함께 인생 첫 야구 직관에 다녀왔다.
처음이어서 모든것이 다 신기했다. 잠실구장에 도착하니 두산 팬들의 열기가 대단했다. 경기가 시작하기도 전에 신나고 재밌었다. 경기가 시작하고 선수들 한명한명마다 응원가가 나오는것이 신기했다. 양석환 선수의 홈런이 멋있어서 인상깊었다. 비록 경기는 졌지만 흥미진진한 경기였다. 다음에도  직관 꼭 올것이다! 두산베어스 화이팅!!"
키움 역전승했다,"돌아버려... 키움 역전승해서 도파민 폭발했다... 
키움히어로즈 파이팅"
고객센터 는 어디있는건지,환불해주세요
고척돔 야구 경기 직관,처음을호 고척돔 가서 직관하니 너무나 신기하고 잼있었고 특히 경기을 이겨서 더욱 재미었음~~
최고였습니다,경기 승리해서 너무 좋았습니다
최고였습니다,티원도 보고 경기도 승리해서 너무 좋았습니다
고척돔구장,바깥은 찌는듯한 더위지만 고척돔구장은 예외인가 봅니다. 경기내내 너무 시원했어요. 재방문할려고합니다.
NC vs. 키움,오랜만에 NC의 완벽한 승리!! NC 에이스의 무서운 저력을 느낀 경기였음
고척좋다,고척  좋다
대역전승 ㅜㅜ,너무짜릿했다...
오랜만에 관람,인터파크로 간편한 예매 좋아요
여름에 시원한 야구장,쾌적하고 좋네요 시원합니다
나쁘지않음,주변에편의점같은게없는게좀아쉽
20240801,잘봤습니다
20240801,잘봤습니다
20240801,잘봤습니다
20240731,잘봤습니다
20240731,잘봤습니다
키움 엔시전 관람,고척돔은 매우 시원했고 경기는 인생에 남을만한 대역전 레전드경기였네요 다음에 무조건 또 관람입니다~
