title,content
베어더뮤지컬 짱,"최고였습니다
정원피터 너무너무 잘해요!"
세계최초 공연!! 꼬옥 보세요^^,꼬옥 보세요^^ 이벤트도 많고 즐겁습니다!
장수탕선녀님 뮤지컬,"백희나작가님 그림책읽고 알사탕 뮤지컬에 이어 
장수탕선녀님도 8살 아이와 함께 관람했어요~
역시나 무대구성과 배우님들의 조화가 잘 이루어져 목욕탕에 애기때가보고 기억없는 아이도 궁금증이 생겼네요~ 선녀님이 요구르트를 요구릉이라고 얘기한거 때문에 계속 요구릉 달라고 하네요ㅎ
재밌어서 달 샤베트 공연도 보고프네요~"
잘 봤습니다,"가볍게 보다가 갑자기 눈물을 흘릴뻔 한 순간, 급 장면 전환으로 너무 짧게 그려지는 부분들이 조금은 아쉬웠지만 잘 봤습니다. 바뀐 러닝타임이 길어 살짝 힘들었다는 ㅎㅎㅎ"
홍련,"김이후 배우님, 이아름솔 배우님의 연기, 노래 차력쇼 너무 몰입해서 봤습니다.. 평생 무대해주세요.."
방학 마무리 잘 했어요,재밌게 잘 봤어요^^
너무 즐거운 작품,웃기고 재미있고 배우님들 애드립 보러 가용 ㅋㅋㅋ
유진과유진,이 세상 모든 유진이들에게 보내는 위로의 메시지가 너무 감동적이었습니다.
동빅 은앙이 단 하나의 미래다,"8월 10일 밤공연으로 전동석 빅터/쟈크, 박은태 앙리/괴물 보고 왔습니다!

프랑켄슈타인 근본 조합답게 기대를 엄청 많이 하고 갔는데 그 이상의 무대를 보고 왔네요 

요즘 티켓값이 많이 올라서 관극 자체를 고민했는데 큰 소비에 큰 추억을 남기고 왔습니다 절대 후회 없으실 거라 장담합니다

우리가 걱정할 것은 이제 1. 내 자리가 있는지 2. 블퀘 천장이 뚫리지 않았는지 밖에 없을 것 같습니다

한 번 지나간 캐스팅은 다시 돌아오지 않습니다
10주년 역대급 캐스팅으로 돌아온 만큼 이번 공연 꼭 보시는 건 어떨까요?

""질문입니까, 명령입니까?""
""부탁이야 친구"""
추천합니다,추천합니다
추천합니다,추천합니다
추천합니다.,추천합니다.
극 너무 좋아여,임별배우님 목소리 동굴.. 너무 좋습니다.
첫 내돈내산 뮤지컬이엘요!,"진짜 날짜 시간만 보고 남자친구랑 내용도 모르고 갔는데 재밌게봤어요!

마침 민도희님도 나오셨는데 성량 장난아니네요 ㅎㅎ
다른분들도 정말 잘하시더라구요! 그날 헌혈했는데 또 할인받아서 보고싶을정도네요ㅜㅠ??"
친구들도 보여줬어요,재밌어요
재밌음,또 보러올래요
조카 데리고 가서 점수 많이 땄습니다 ㅎㅎ,조카랑 요즘 바쁘다고 자주 못 놀아줘서 요즘 삼촌 봐도 본체만체하더라구요. 엄마 말보다 삼촌말 잘 듣던 녀석인데 살짝 속상해서 점수 딸 생각으로 뮤지컬 보러 갔습니다. 최근에 쇼츠로 뮤지컬이 많이 뜨길래 한 번 보러 갔는데 재밌어서 조카 좋은 경험 시켜주자 생각하고 아동 뮤지컬 간건데 엄청 좋아하네요. 덕분에 삼촌이랑 노는거 다시 좋아하는거 같습니다!! ㅎㅎ 감사합니다~
주말 아이와 함께 하는 P 아빠가 할 수 있는 최고의 선택,제가 정말 계획 잘 안짜고 집에서 내키는대로 드라이브 가는 걸 좋아하는 편인데 아이에게 항상 새로운 경험 주고 싶은 마음에 요즘 뮤지컬 쇼츠 보다가 생각나서 보러 갔습니다.재밌는 뮤지컬 경험해보자는 생각으로 간거였는데 참여형 뮤지컬이라고 아이가 뮤지컬에 같이 참여해 보기도 하고 엄마가 올라가는 부분도 있어서 한참 웃었네요.아이가 뮤지컬을 너무 좋아해서 다음주에 다른 뮤지컬 보러갈까 합니다.
최고의 뮤지컬,흉흉한 이 세상에 그녀의 스텝은 그대로야
올해 최고의 뮤지컬,5세 8세 친구들 재밌게 봤어요!!
너무 재미있었어요.,"원작과는 또 다른 재미가 한 가득! 
구름장수 아저씨가 날아다니는 건 예상 못했는데 
너무 신기하고 볼 게 많았오요^^"
시원한 수박수영장!!!,"8세5세 꼬마들도 집중해서 잘 봤어요!! 
재밌는 수박수영장~ 올해 최고의 뮤지컬! ㅎ"
재밌어요,아이도 어른도 재밌는 공연이었어요~^^
재밌어요,아이도 어른도 재밌는 공연이었어요~^^
수박수영장 재미있어요,어릴때 추억도 생각나고 아이들과 즐겁게 보았습니다
너무나도 즐거운공연,아이와 즐거운 관람이었습니다
재밌었어요,재밌어요
여름방학 수박수영장에서 시원하게!,"내용도 뜻깊고 배우분들도 멋졌어요!
아이들과 넘 재밌게 봤어요 ♡"
최고입니다!!,교사인데 위태로운 학생들을 보며 많은 것을 느기고 공감할 수 있었던 것 같아요. 넘버도 너무 좋아서 또 보고싶어요ㅎㅎ
최고!!!!,"정말 추천합니다 진짜 재밌게 봤어요 최고 뮤지컬??
적극 추천!!! 아이도 어른도 재밌는 뮤지컬 입니다♥?"
재밌습니다,"초반에 내용이 넘 흥미롭습니다
근데 갑자기 지루해져요..."
아들과 방학잘 보냈어요!,"아들과 방학을 수박수영장으로 왔네요!
잘 보고 갑니다"
어른이 더 좋아하는거 같아요 ㅎㅎ,"아이는 책으로 원래 봤던거라 재밌어했는데, 큰 기대없이 온 엄마도 너무 즐겁게 봤습니다^^ 이장님 분위기 메이커 제대로시네요 ㅎㅎ"
다른시리즈도 원해요!,아이들이 너무 좋아해요
조카들과 함께,"즐거운시간
생일축하해 리우야"
너무 재밌었어요,아이가 좋아했습니다. 재미있었어요~~
연남장 캬바레 - 김려원의 ON-LY A ONE,연남장 캬바레 - 김려원의 ON-LY A ONE
너어무 재밌어요!,아이들이 너무 좋아하는 헬로카봇!! 즐겁게 보고 왔어요~~ 움직이는 헬로카봇들 보니 더욱 신기하고 신나요! 마지막에 배우님들 하이파이브 해 주시고 사진도 찍고 너무 좋은 시간이었어요:)
헬로카봇,아이가 너무 재밌게 봤네요
너무 즐거운 시간 보냈네요 ㅎ,"아들니 카봇사랑이라 예매 후 관람 했는데 너무 재미있었네요 ㅎ 물론 아들이 너무 좋아 했오요 ^^
고퀄 뮤지컬이네요^^"
노래정말잘해여,구성도 좋았고 노래 퀄리티가 정말 좋았어요
최고였어요,어른들도 즐겁게 볼 수있는 유익한 공연이었어요!
최고에요!!!,남자아이가 정말 너무너무 좋아했어요!! 끝나고 배우분들이 정말 길게 인사도 해주시고 어른인 제가 보기에도 너무 재밌었어요
애들이 엄청좋아했어요,"좀늦엇지만 아주 좋아했어요
로미 너무 예뻐요"
너무너무 재밌어요!,워낙에도 영화도 재밌게봤었고 언제 한번 꼭 보고싶던 뮤지컬이었는데 운좋게도 취소표를 잡아서 보고 왔습니다. 꼭 최재림배우가 나오는걸로 보고싶었는데 소원성취!!처음 all that jazz 나올��부터 최정원 배우님 성량과 노련함에 소름이 쫙 돋았어요처음부터 끝까지 너무 집중해서 봤고 끝나고서도 또 보고싶단 생각이 드는 공연이었습니다.다음엔 다른 배우로 해서 보고싶네요! 이번엔 혼자 봤지만 다음엔 가족이든 친구와 꼭 같이 볼거에요!
첫 뮤지컬 성공적,"여름휴가로 서울가서 뮤지컬봤는데 진짜 압도적..
너무 재밌고 무대연출은 예술이고 배우님들 연기와 노래 끝내줘요! 눈과 귀가 행복했어요! 비싼티켓  전혀 아깝지 않게 잘보고왔습니다! 지방 공연하게 된다면 또 보고싶을정도예요ㅎㅎ"
할머니랑 잘보고왔습니다.,할머니 할아버지와 함께 보러갔습니다.과천이여서 가깝기도 하고 아이가 참 좋아해서 좋네요.
시데레우스 눈치우스,좋은 극이라는 것만 듣고 예매했는데 역시 최고였습니다!! 별들의 이야기를 전하는 그들을 보면서 저도 같이 가슴이 뭉클했어요. 또 보러갈게요!
찍먹,오랜만에 보니 재밌다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
"30만원이 아깝지 않은,,,,","출산 후 85일만에 처음으로 하루의 자유시간을 얻었습니다!!!! 그리고 그 하루를 뮤지컬을 보기 위해 썼어요. 

제가 전남에 살아서 뮤지컬을 보기 위해 기차를 타고 와서, 왕복 기차교통비+공연비+식비 등으로 30만원 이상 썼지만 하나도 아깝지 않았어요,,, 

뮤지컬을 보기 전까지는 조금 걱정도 되었습니다. 과연 내 소중한 하루와 돈을 써도 아깝지 않을 하루가 될 수 있을까? 너무 무리하나? 싶은 걱정이었어요. 하지만 뮤지컬을 본 후에는 저의 아주 소중한 하루를 너무 만족스럽게 보내서 감사하다는 생각이 들었습니다. 

최정원, 민경아, 박건형 배우들의 무대장악력에 놀랐습니다. 그리고 계속 라이브로 연주해주는 음악도 생동감 넘쳐서 좋았습니다. 모든게 완벽했다고 말할 수 있겠네요! 다음에 또 기회가 된다면 다른 배우 캐스팅으로고 보고 싶어요!"
등등곡,재연으로 돌아온다는 이야기가 있던데 또 보러 갈 생각입니다~ 재밌었어요
정휘 배우,"드디어 정휘 배우 살아나를 직접 보았습니다..!!!
정말 너무너무 좋았어요"
카봇공연,아이가 엄청 신나했어요!
박열,"박새힘 배우 후미코 너무 좋았어요!
노래도 연기도 너무 감동 받았습니다"
반전,이야기가 나름 반전 있고 연기도 잘하셔서 재미있었어요
시카고 리뷰_화려하고 관능적이며 매혹적인 퍼포먼스 그리고 감각적인 재즈 선율,"화려하고 관능적이며 매혹적인 퍼포먼스 그리고 감각적인 재즈 선율&#8203;연예인에게 가장 무서운 것은 악플이 아니라 무플이다. 대중으로부터 관심이 사라진다는 건 바로 잊혀진다는 것이다. 트렌드는 항상 변하며, 이슈는 이슈로 덮는다. 주목받는 시기에는 내가 마치 스타가 된 것만 같았다. 나 역시도 마찬가지이다. 능력을 인정받으며 승승장구 하던 시절, 나는 어깨뽕이 어마하게 차 있었다. 자신감을 넘어 자만감과 우월감이 치솟았었다. 모든 것이 내 세상 같았었다.하지만 거품은 꺼지기 마련이다. 새로운 직원들이 입사하고, 나보다 좋은 스펙과 역량이 있는 직원이 퍼포먼스를 내기 시작하자, 나의 실체는 점점 드러나기 시작했다. 이슈의 중심에서 변방으로 밀려난 나는 주춤하기 시작했다. 시간이 지나 멀리서 바라보면 나를 밀어낸 새로운 직원도 역시 사라지고 없었졌다. 결국 나에게도 기회가 찾아왔고, 나는 이전과는 다른 선택을 하였다.내가 돋보이는 것보다는 팀이 돋보여야 한다는 것, 그리고 혼자가 아닌 함께가 중요하다는 것을..그리고 빨리 뭔가를 보여주어야 겠다는 성과주의 보다는 천천히 차분하게 결과를 만들어가는 여유로움이 있어야 한다는 것을..진실이 중요한 것이 아니다. 다른 사람들에게 나에 대한 이미지를 어떻게 만들어나가는 것이 중요하다. 그러기 위해서는 거짓과 진실이 모호해지며, 오로지 내가 나를 평가하는 것이 아닌, 남이 나를 평가하게 만들어야 한다. 언론은 이슈를 쫓아간다. 그러나 가끔씩은 언론이 이슈를 만든다. 진실은 숨긴채 거짓을 포장하여..살인을 저지른 록시와 벨마, 이들의 죄를 덮어 석방시키는 변호사 빌리 플린의 목적은 이슈의 중심에 서는 것이다. 진실은 어디론가 사라진채 대중의 관심으로 살아가는 그들의 인생은 쇼 비즈니스이다. 화려하고 관능적이며 매혹적인 그녀들의 연기와 감각적인 재즈 선율 앞에서 보여주는 노래와 춤.."
표가 없어서 더 보고 싶어도 못봐요.,"위대한 생명창조의 역사가 시작된다는 프랑켄슈타인 뮤지컬!!!!!!!!!다시 창조 부탁드립니다 제발.. 아래는 제가 꼽은 명대사입니다.1. ""질문입니까 명령입니까????"">>> ""질문일것같아요????"" 팬들은 심각합니다 지금ㅎㅎ2. ""그곳엔 인간이 없어."" 재관극만 있어..12월까지는 가야되는거 아닙니까!!!!~공급없는 수요..... 절충좀 부탁드리겠습니다 EMK 사장님, 관계자 여러분들 !!!!!!!"
베어더뮤지컬,역시 믿고 듣는 넘버에요 !!!
뮤지컬 영웅 관람 했어요~,"양준모님의 묵직한 음성으로 더 몰입할 수 있었어요!! 너무 멋있고 웅장했던 뮤지컬 영웅 최고입니다~
6학년 딸아이와 좋은 추억 만들었어요^^"
신선함 가득한 공연,신예 배우들이 나온다고 해서 보러갔는데 전보다 더 재밌네요~ 남주가 춤을 잘 춰서 신기했는데 알고보니까 BXB?? 아이돌이더라구요! 여주분도 너무 잘하고ㅎㅎㅎ 써니텐 흥했으면 좋겠습니다!!!
너무 좋은 관람이었습니다,무대도 배우들도 연출도 다 너무 좋았던 뮤지컬 입니다 ㅠㅠ 또 보고싶은데 표가 없어서 아쉬울 정도...
너무 슬픈이야기…,"재밌기도 하고 노래도 좋았습니다
근데 너무 슬퍼요ㅜㅠ"
지인 데려가기 좋은 극,배우들이 연기도 잘하고 노래도 잘하는데 웃기기까지해서 뮤지컬 잘모르는 지인데려가기도 너무 좋아요 특히 지수피비 너무 잘해요....
여름엔 수박수영장이죠!!,"여름엔 수박수영장이죠! 재미있게 잘 봤습니다.
재관람인데 재관람이벤트 해당이 안된다해서 아쉽지만 공연은 재미있었어요~"
좋아요,기대한만큼 좋았어요
재밌대요,친구 대신 예매해주었는데 재밌대요~
기대,"7시즌보고 8시즌도 챙겨보니 좋아요!
다음 시즌도 기대!"
역동적인 생생한 무대와 연기,"빈틈없이 쏟아지는 연기와 노래
무대장치도 역동적이고
연주도 훌륭한
지루하지않은 150분
순삭이네요
다른배우의 무대도 궁금해지는 작품"
돌아온 창작 뮤지컬의 신화!,"""기억해, 넌 특별해. 세상 그 누구보다 멋진 꿈을 꿀 수가 있어."" - 그날의 내가 中스토리부터 넘버, 배우, 무대 어느 하나 놓칠 수 없는 프랑켄슈타인 10주년을 함께할 수 있어 영광이었습니다. 비극으로 끝난 빅터의 앙리가 꿈꿨던 세상이 너무 슬퍼서, 이야기너머 그 언젠가는 북극의 오로라처럼 반짝이는 해피엔딩으로 끝맺음되었으면..."
한글용사아이야 관람,아이가 너무 좋아해요.♡♡
맥주와 함께하는 극,여름에 시원한 맥주와 함께 즐길 수 있는 뮤지컬이 있다는것에 감사드립니다
정성화 배우님,장부가를 현장에서 듣는 것만으로 티켓값이 전혀 아깝지 않을 정도였습니다
민중근,전체적인 극을 아우르는 섬세한 감정 표현이 정말 최고였습니다
여름에 알맞는 뮤지컬,계절감 좋게 잘 돌아와줘서 고마워요
박은태배우님 평생 프랑켄 해주세요,배우님이 없는 프랑켄은 상상조차 못 해ㅠ
아이가 좋아했어요,"시설이 깨끗하고 좋았습니다.다른 시설에서는 2~5번째 줄이 보기좋아서 2번째 줄했는데,1열이랑 같은 높이여서 아이가 보기에는 앞사람 머리가 보였고3열부터가 좋아보이지만 커튼콜이후 포토타임에서는 역시나첫째줄이 좋아보입니다. 참고해주시고 공연은 좋았습니다."
은앙리 은괴를 볼 수 있음에 감사,"초연부터 오연까지 쉬지않고 프랑켄으로 돌아와주신 은태배우님께 정말 감사드립니다. 이전 시즌은 놓쳤지만, 지금껏 누적된 완벽한 캐릭터를 만나고 왔습니다."
베어 더 뮤지컬 존잼,기범 석준 페어는 그냥 대레전이죠
좋아요,좋아요
좋아요,좋아요
각 캐릭터의 연기가 돋보이고 정글북 책이야기에도 관심을 가지기 시작했어요.,"방학을 맞이 문화생활로 아이들과 뮤직컬 잘 보고 왔어요~분장에 관심이 많았고요. 코끼리 말고 대형동물이 더 있었으면 하는 기대가 있네요^^멋있었어요긴시간이라 어린아이들 화장실 다녀오는 것도 잘 안내해 주셔서 안심입니다.보고와서 도서관에있는 정글북 책에도 관심이 생겨서 보고, 디즈니만화로도 보고 있어요.사전정보를 잘 알고 관람해도 좋았지만 시간이 없다면 흠미 높이는 뮤직컬 먼저 보는 것도 좋은 시간이었습니다."
관람 후기,초등학교 저학년에게 적당한 수준인 것 같아요. 배우들의 연기가 좋았고 중간중간에 객석 근처로 오는 것도 아이들이 좋아했어요.
규현 잘생겼다!!,다음 프랑켄도 돌아와주세요
프리뷰 기간,"아직 정돈이 덜 된 느낌인데 지나치게 긴 넘버, 과한 액션, 오리옷, 개그를 좀 정돈하면 킹스맨 좋아하시는 분들은 사랑할 듯 싶습니다. 본공 기간에 한번 더 보러가려구요."
잘봤습니다.,잘봤습니다.잘봤습니다.잘봤습니다.
잘봤습니다.,늘어지는 느낌이 있습니다.잘봤습니다.
나는 꼭 말을 해야만하네,극중 나는 꼭 말을 해야만하네 라는 대사가 있는데저도 꼭 말하고 싶어요~ 에밀 다들 한번쯤 봐주셨으면그렇지 않았으면 싶지만 어느시대에나 존재했던 우리가 생각해야할 것들이 있는공연이었어요메세지가 아주 명확한 공연입니다아! 그리도 박유덕 구준모 배우로 봤는데 연기면연기 노래면노래 어쩜 다 잘하시는지추천합니답!!
살리에르와 모차르트 그리고 젤라스,살리에르와 모차르트 그리고 젤라스 이셋의 구도가 재미있네요
베어 더 뮤지컬 관람 후기,엄청난 사운드와 배우들의 열연이 빛나는 공연이었어요.발성과 성량이 ��오!! 이야기가 조금 딥해서 살짝 놀라긴 했지만중간중간 쉴 틈이 있어서 희망적이긴 했네요다른 배우들도 다 대단했지만 이미경 배우님 나오실 때마다 숨통이 틔이는 느낌이라 넘 좋았어요. 여러가지 메시지가 담겨있는 작품이라 더 애정이 가네요
배우도 처음 관객도 처음,"그날 그날 배우 컨디션과관객들이 던지는 키워드에 영향을 받이 받는 뮤지컬인 것 같습니다.제가 봤던 뮤지컬은 배우분들 모두 노래도 잘 부르시고 열연하셨으나주제에 맞춰 어떻게든 스토리를 이어나가는 모습이 대단하시단 생각이 드는 한편불안한 마음이 컸고, 흘러가는대로 하다보니 스토리라인이 짜지진 않았습니다.그래서 조금 아쉬워요.하지만, 이렇게 무대가 가깝고 배우분들과 소통하는 공연은 난생처음 본 것 같습니다.색다른 경험을 하고 싶으시다면 추천드립니다"
넌 정말 특별하단다.,공연을 본 후 아이들이 엄마 난 정말 특별한 아이야 라고 말할때 너무 행복하고 눈물이 핑 돌았습니다 .늘 아이들 위해 특별하단다 라는 이야기를 해주고 싶지만 잔소리와 화만 낼뿐 아이의 마음을 들여다 보지 못했던거 같습니다. 이번 공연을 통해 저 대신 아이의 마음을 위로해 주시고 아이가 스스로 특별하다고 느끼게해주셔서 너무 감사합니다. 좋은공연 쭉 이어나가길 바랄께요 ^_^
종이 아빠 최고 !!,좋은 관람이 이였습니다. 아이들이 너무 즐거워 하고 끝난뒤 이벤트에 당첨이되어서 다른 공연을 볼수 있어서 더 좋았습니다 .알찬내용과 뜻깊은 내용을 아이들 눈 높이에 맞춰 공연해 주셔서 감사합니다.
@@ 엄마는 안 가르쳐줘 정말 최고 입니다,"아이 둘 엄마 입니다 아이들이 성에관련해서 물어보때 늘 막막하고 어떻게 설명해야 할지 몰라 당황할때가 많았습니다. 영상을 찾아봐도 막상 설명을 하려고 하니 버벅되고 있더라구요.. 그러던중 공연 엄마는 안 가르쳐 줘 를 알게되어 아이들과 공연을 보려 갔습니다. 사실 내용보단 아이들이 공연자체를 좋아해 큰 기대 없이 공연을 보러 갔습니다. 그.러.나 너무 집중한 나머니 어? 벌써 끝나? 하며 시간을 봤더니 한시간이 넘어가고 있더라구요 제일 좋았던 장점 1. 부모의 몸에 대해 설명할때 아이들 눈높이에 맞춰 대상에 알맞은 비유를 사용하여 아이들에게 이해를 더 쉽게 해주었다. 2. 아이가 태어나는 과정을 노래와 춤에 맞춰 쉬운 설명으로 아이들을 이해 시켜주었다. 3. 부모님들도 함께 관람함에 있어서 관객과 소통을 하며 한시간 내내 웃으면서 마무리가 되었다. 보다 더 많은 장점과 내용이 있는데 그건 직접 공연보러 가셔서 몸으로 느끼셨으면 좋겠습니다 ^^아이들을 위해., 부모님들을 위해 좋은 공연. 알찬공연 잊지못할 공연을 선물로 주셔서 감사합니다. 더욱더 번창하세요 ^_^"
별의 소식을 들려주는 사람의 이야기,별의 소식을 들려주는 사람의 이야기.무대도 예쁘고 넘버도 좋고 배우들의 연기가 미쳤다는 그냥 엄청 좋은 극이라는 이야기를 듣고 기대를 하고 공연을 봤고 기대 이상으로 너무 좋은 극이었습니다.
별의 소식을 들려주는 사람의 이야기,별의 소식을 들려주는 사람의 이야기.무대도 예쁘고 넘버도 좋고 배우들의 연기가 미쳤다는 그냥 엄청 좋은 극이라는 이야기를 듣고 기대를 하고 공연을 봤고 기대 이상으로 너무 좋은 극이었습니다.
이건 뭔가요,"차라리 코미디로 홍보를 하지 이도저도 아닌,,,ㅠㅠ 배우들은 정말 잘하는데,,,,"
안중근의사의 이야기,안중근 의사에 대해 다시 알아갈수 있는 시간이였습니다. 안중근역에 양준모 이토역 서영두 설희역에 유리아 배우의 연기가 돋보였고 또 보러 가고 싶은 뮤지컬 이였습니다. 역사적인 스토리를 다시 알 수 있었습니다.
프랑켄 감동이 였습니다.,프랑켄 전동석 배우와 앙리의 박은태 배우의 연기와 넘버 소화능력 너무 좋았고 다음에도 자리가 있으면 또 보고 싶은 뮤지컬 이였습니다.
짱~,기대하던 첫공이었는데 넘 재밌었어용
인생 최고의 태교,"뮤지컬은 관심없던 남편이 갑자기 시카고를 보고싶다고 했어요! 아마 유튜브를 보다 배우님들 연기를 보게 되었나봐요. 저는 다년간 해온 티켓팅 덕분에 OP석을 잡았고, 남편도 너무 좋아했어요. 본인이 보고싶은거 같은데, 곧 태어날 아기 태교에 좋을꺼라고 계속 그러더라구요^_^ 만삭에 먼거리라 고민했지만.. 무대가 시작되는 순간 고민한 시간이 아까웠어요. 정말 너무너무 행복했어요. 무대보러가기전에 영상으로 정말 많이봤지만 실제로 듣고 보는 그 생생함은.. 직접 경험해봐야 알수있어요. 무대가 주는 행복감 덕분에 보는 내내 웃었어요?? 너무 즐겁고 감탄스럽고 놀랍고 유머스러스함 까지 배우님들 진짜 최고에요!!!!! 평생 못 잊을거에요. 또 볼수 있다면 가고싶어요 ㅠㅠ 앞으로도 쭉~~ 무대해주세요"
홍련,"씻김국장면이 인상적이었어여 ... 
소재가 독특해요
재미있어여"
동생이있거나 곧 생기는 아이들에게 더더 강추!,"예전부터 관심있던 공연이였는데 드디어 보게되었어요! 작년에 임신,출산으로 동생이 생겼는데 어떻게하면 아기가 생기냐는 큰아이의 질문에 엄마아빠가 합체플러스하면 생긴다고 설명해주고 말았어요. 아이는 단순히 결혼하면 생기는거 아니야? 그런데 삼촌은 결혼했는데 아직 합체플러스를 안해서 아기가 없는거야? 묻곤했는데 어른들이 어떠한 수준으로 어떻게 설명할지 모르겠는 부분을 공연을통해 아주 쉽고, 재미있게 풀어서 이야기해주니 아이도 즐겁고 유익하게 받아드렸어요. 공연을 마치고 나랑 동생은 어떻게 생긴건지 건강하고 깨끗하게 통과된 무엇이 만나서 어떻게 생긴거라고 자랑스레 말하는 모습을보고 웃음이났고, 공연을 통해 교육을 아주 잘 받은것 같아 뿌듯하였습니다. 평소에 설명하기 어려웠던 단어들 설명시에도 공감하며 맞아맞아! 나도 오줌싸면 커져! 나도 동그란거 두개있어! 하며 아주 집중하면서 호기심갖고 공연을 보는 모습도 인상적이였습니다. 무엇보다 중간중간 영상이있어 시각적으로도 함께 볼 수 있어 이해도가 높아 좋았습니다. 뽀뽀하면 생겨, 합체플러스하면생겨, 결혼하면 생겨가 아닌, 공연을 통해 정확한 신체 용어와 재미난 이야기로 명확히 알려주는 기회가 되는것 같아 추천합니다! 무엇보다 동생이 있거나 임신중인 엄마와 함께보면 좀 더 좋을것 같아요!! 배우님들의 실감나는 연기와 노래는 덤으로 눈과 귀가 즐겁고 정보력도 알게되는 넘넘 강추 공연!!"
봐도봐도 좋은 뮤지컬,모든 역의 배우분들이 열정을 다해 만드는 뮤지컬 이네요.곧 막공이라는게 너무 아�道六�. 아직 3번밖에 못봤는데 ㅜㅜ
너무좋아요,의상 무대 뭐하나 예쁘지 않은것이 없네요ㅠㅠ
무슨 평을 해야할지..,"전쟁은 나쁜것, 총은 펜을 이길 수 없다는 보편적 가치를 내세워 극의 다른 요소들을 꽤나 무시한 작품.
시도한 코믹적 장면들에 웃음이 나지만 재미 없는 전개 덕분에 얻어지는 관객들끼리의 유일한 공감대랄까.
별 두개조차 최선을 다한 배우들의 몫."
클럽드바이,신주협배우 귀여워요~~
재미있었습니다,"역시 직관이 최고입니다.
이은결 마술사님 유머감 최고!"
프랑켄슈타인 후기,시작부터 웅장해서 좋았고 배우들도 다 연기를 잘해서 보면서 너무 만족했어요! 인기가 너무 많아 회전을 못한게 너무 아쉽웠어요. 그리고 이번 md도 다 너무 이쁘게 나와서 뭐 살지 엄청 고민했어요??
후회없는 공연!! 아이도 만족 최고에요,"서울공연밖에 없어서 아이랑 둘이 SRT 타고 다녀왔는데,날도 덥고 16키로짜리 애는 힘들다며 내내 안겨 있었지만그래도 아담한 소극장같은 공연장에서 핑크퐁, 아기상어, 튼튼쌤, 색깔요정, 지우개요정, 알록쌤, 달록쌤모두 신나게 공연해주시고, 아이들 참여하는 부분도 많았어서 아이가 굉장히 좋아했습니다~그전에도 좋아했지만 공연 보고 오더니 더 튼튼쌤 체조교실에 빠져있네요 : )재미있는 공연 감사합니다~"
뛰어난 노래들,"넘버들도 좋고 연기들도 좋았습니다
다만 원작의 광팬으로서 너무 실망스러운 스토리 라인이었습니다... 
제한된 시간속에서 생략해야하는 부분이 많을수밖에 없다는것을 알고 있지만 그걸 감안하고도 불편했습니다...
별점을 더 깎고싶었지만 그래도 노래도 다들 너무 잘 부르시고 연기도 좋았습니다! 그리고 넘버들 들을때마다 원작의 장면이 바로 떠올랐고 가슴에 많이 남더라구요.. 원작팬들에게는 안보는것을 추천하고 싶지만 스토리랑 캐릭터에 대해 조금 참으시면서 볼만큼 노래가 너무나도 뛰어났습니다.."
공연은 너무 좋았어요,"다만 이벤트 진행이 너무 어수선했어요
덥고 좁은 테이블에서 물고기 색칠하려는데 색연필이 없어요…
행사 진행이 쾌젓하지 않았어요

개인적으로는 드럼치는 불가사리 연기하신 배우님 최고였어요!
캐스팅 정보가 정확하게 나와있지 않네요
박명훈 배우님인가요?
정말 큰 즐거움을 주셨어요!!!"
너무너무 좋았어요ㅠㅠ,어쩌면 해피엔딩 덕분에 윤은오 배우님도 알게 됐고 팬 됐어요ㅠㅠ 은오 진주 페어 봐서 너무 행복했어요!!!
너무 흥미진진했어요,모든 역할의 행동이 이해가 되는.. 각자의 사연이 있는.. 배우들의 연기력 덕에 몰입해서 정말 잘 봤어요.
홍련...,너무 아름다운 이야기입니다..... 너무 많이 울어서 일단 자둘표 예매해두고 생각하기로 했어요.. 대한민국 여성들 모두 홍련 사랑한다... 성대차력쑈 최고입니다 배우들 화이팅... 또 보러가겠습니다..
넘버들이 너무 좋아요,"넘버도 좋고 연출도 좋고 무대 활용도 너무 잘합니다
최고.."
마음을 치유하고 가는 빨래방,원작을 재밌게 있었던 터라 각색을 잘못해서재미가 없으면 어쩌지? 고민했는데 전혀 그럴 필요가 없었어요즐거운 노래와 함께 보니 지루할 틈 없이공연이 끝나는 내내 웃으며 즐겁게 봤어요나도 저런 마음을 나눌 수 있는 공간이 있었으면 좋겠다생각이 드는 따뜻한 뮤지컬이였습니다배우분들 전부 연기를 잘하셔서 더 재밌었어요!
너무너무 행복했어요,배우님과 온전한 공간을 누리면서 즐기고 왔어요 또 보고싶어요
신기하고 새로운 경험,너무 신기하고 새로운 경험이었습니다누군가 공연을 갈까 말까 고민한다면 무조건 추천!
북극에서 널 기다리겠다 {240810},"프켄 4차 회전문 돌기 Complete.!!! ''막공 2주 남았네. 가능하겠나? 록빅, 자네의 성공이 팬들의 미래가 걸려있어!!'' , ''질문입니까, 명령입니까?'' ㅋㅋㅋㅋㅋㅋ 웃음이 빵빵 터짐~ 한번 개사로 해 보았죵^^ 톡빅&고앙리의 男-男 케미스트리로 동료(남사친)랑 만나 즐거운 하루를 만끽하며 뮤.컬 데이트도 즐겼답니다."
